Problem,n,m,Time,Kurtosis,N,Obj
Generator_10M_2_3.mat,20,10000000,8.767062,1.26031200837991,40,95.2780626633637
Generator_10M_2_3.mat,20,10000000,8.538877,1.14071930884414,40,33.6741735359896
Generator_10M_2_3.mat,20,10000000,9.031171,1.12955281378286,40,-14.0323004259808
Generator_10M_2_3.mat,20,10000000,8.521035,1.12844942108696,40,-60.2505938348158
Generator_10M_2_4.mat,20,10000000,10.148638,1.27524641398429,40,164.960401257837
Generator_10M_2_4.mat,20,10000000,10.44869,1.07275341053675,40,13.3814089819901
Generator_10M_2_4.mat,20,10000000,10.586735,1.05252909239247,40,-54.8331249274226
Generator_10M_2_4.mat,20,10000000,10.403787,1.05060649388038,40,-103.784447587567
Generator_10M_2_4.mat,20,10000000,10.226612,1.05041563564151,40,-150.137595169232
Generator_10M_2_5.mat,20,10000000,9.112161,2.13302598370199,40,243.461899439601
Generator_10M_2_5.mat,20,10000000,8.510571,1.23069956369477,40,91.214287644975
Generator_10M_2_5.mat,20,10000000,8.624345,1.13021404236878,40,31.1544814961429
Generator_10M_2_5.mat,20,10000000,9.076137,1.12056513761196,40,-16.3739373921936
Generator_10M_2_5.mat,20,10000000,8.528467,1.1196087060394,40,-62.5741382026986
Generator_10M_2_6.mat,20,10000000,8.735749,2.25717244773597,40,217.628554872971
Generator_10M_2_6.mat,20,10000000,8.184425,1.24565653984557,40,87.8494019542701
Generator_10M_2_6.mat,20,10000000,8.403056,1.13135173273571,40,27.6457414346943
Generator_10M_2_6.mat,20,10000000,8.631689,1.12038840418191,40,-19.9149158468864
Generator_10M_2_6.mat,20,10000000,8.275827,1.11930234641789,40,-66.1185500229132
Generator_10M_2_7.mat,20,10000000,10.339434,1.32176766935724,40,165.400233367172
Generator_10M_2_7.mat,20,10000000,9.83781,1.08647529384133,40,20.5692022557971
Generator_10M_2_7.mat,20,10000000,10.395993,1.06307242153625,40,-45.7323510817596
Generator_10M_2_7.mat,20,10000000,9.97611,1.06084142154985,40,-94.3938585133387
Generator_10M_2_7.mat,20,10000000,10.100698,1.06061983858172,40,-140.716169050668
Generator_10M_2_8.mat,20,10000000,8.586283,1.99063940087386,40,194.125927173192
Generator_10M_2_8.mat,20,10000000,8.796087,1.22262267488996,40,68.4659823882094
Generator_10M_2_8.mat,20,10000000,8.886434,1.12328208951787,40,10.5837901673589
Generator_10M_2_8.mat,20,10000000,8.59048,1.11397922232549,40,-36.7410849818486
Generator_10M_2_8.mat,20,10000000,9.007046,1.1130605142022,40,-82.921188749813
Generator_10M_2_9.mat,20,10000000,9.836506,1.04317212181782,40,107.201125654105
Generator_10M_2_9.mat,20,10000000,10.497423,1.01017204333615,40,-47.2131748255975
Generator_10M_2_9.mat,20,10000000,9.81242,1.00719626328237,40,-117.230519727336
Generator_10M_2_9.mat,20,10000000,9.963827,1.00691471341352,40,-166.367005653601
Generator_10M_2_9.mat,20,10000000,10.277354,1.00688675771668,40,-212.738002623003
Generator_10M_3_1.mat,30,10000000,15.362155,1.90232889649017,60,306.816219066008
Generator_10M_3_1.mat,30,10000000,16.383375,1.15285467496629,60,80.2306587952944
Generator_10M_3_1.mat,30,10000000,15.452587,1.08722369682483,60,-12.7878089803845
Generator_10M_3_1.mat,30,10000000,15.642065,1.08159570912616,60,-84.6358439077625
Generator_10M_3_1.mat,30,10000000,15.916535,1.08104420768945,60,-153.99618119839
Generator_10M_3_10.mat,30,10000000,15.623227,2.31173261859304,60,317.166229884742
Generator_10M_3_10.mat,30,10000000,15.549944,1.2321919974802,60,138.740521333785
Generator_10M_3_10.mat,30,10000000,15.231708,1.12252673860769,60,50.0671194343478
Generator_10M_3_10.mat,30,10000000,16.097828,1.11226506916481,60,-21.0974959081593
Generator_10M_3_10.mat,30,10000000,15.226365,1.11125138214912,60,-90.3851806873972
Generator_10M_3_2.mat,30,10000000,13.809407,3.10343001526069,60,355.865285326095
Generator_10M_3_2.mat,30,10000000,12.868966,1.31726288680461,60,152.165393645448
Generator_10M_3_2.mat,30,10000000,13.468412,1.1480788152746,60,59.7662137527047
Generator_10M_3_2.mat,30,10000000,13.326806,1.1328144297763,60,-11.8224624779928
Generator_10M_3_2.mat,30,10000000,12.926738,1.13131545148186,60,-81.1531271674594
Generator_10M_3_3.mat,30,10000000,12.116211,2.01829694877551,60,319.497459116525
Generator_10M_3_3.mat,30,10000000,11.751665,1.26610728983814,60,91.6527094919369
Generator_10M_3_3.mat,30,10000000,12.585296,1.15099602063739,60,2.1152257424622
Generator_10M_3_3.mat,30,10000000,12.185209,1.13965779318349,60,-69.1744274101724
Generator_10M_3_3.mat,30,10000000,11.815418,1.13853171871939,60,-138.475640996114
Generator_10M_3_4.mat,30,10000000,13.738733,1.60061901613077,60,281.424307835682
Generator_10M_3_4.mat,30,10000000,13.118367,1.15457576799383,60,45.2835485751029
Generator_10M_3_4.mat,30,10000000,13.148819,1.09296800231796,60,-57.006289981967
Generator_10M_3_4.mat,30,10000000,13.616773,1.08688571848959,60,-130.299439194839
Generator_10M_3_4.mat,30,10000000,13.8738,1.08628070569059,60,-199.81291609652
Generator_10M_3_5.mat,30,10000000,12.682566,3.26181409239057,60,351.491558145392
Generator_10M_3_5.mat,30,10000000,12.716989,1.32486690683184,60,149.233913545182
Generator_10M_3_5.mat,30,10000000,13.319434,1.15649685672903,60,57.7674885917132
Generator_10M_3_5.mat,30,10000000,13.264818,1.14153125781742,60,-13.7151564378988
Generator_10M_3_5.mat,30,10000000,12.969542,1.1400626466309,60,-83.0350917375452
Generator_10M_3_6.mat,30,10000000,14.329258,3.1210928143095,60,404.277708765693
Generator_10M_3_6.mat,30,10000000,15.011443,1.30069698946791,60,159.311813666032
Generator_10M_3_6.mat,30,10000000,15.162434,1.14481071622658,60,65.2463702898452
Generator_10M_3_6.mat,30,10000000,14.287106,1.13079683173927,60,-6.50695589235115
Generator_10M_3_6.mat,30,10000000,14.307216,1.12941991565353,60,-75.8541043986127
Generator_10M_3_7.mat,30,10000000,15.598661,1.47573442097525,60,246.229908203039
Generator_10M_3_7.mat,30,10000000,15.588122,1.12904053994923,60,44.1324043631077
Generator_10M_3_7.mat,30,10000000,15.046632,1.09600121033221,60,-50.1518874105639
Generator_10M_3_7.mat,30,10000000,15.187888,1.09285630808114,60,-122.407758148271
Generator_10M_3_7.mat,30,10000000,15.717684,1.09254390788331,60,-191.814045912526
Generator_10M_3_8.mat,30,10000000,13.404388,2.54330634769451,60,375.02442093901
Generator_10M_3_8.mat,30,10000000,12.831037,1.25059709721077,60,151.113316786677
Generator_10M_3_8.mat,30,10000000,12.681,1.13038560637189,60,59.887468606137
Generator_10M_3_8.mat,30,10000000,12.702785,1.11917733945514,60,-11.5493680603064
Generator_10M_3_8.mat,30,10000000,13.44219,1.1180705068597,60,-80.8644737982213
Generator_10M_3_9.mat,30,10000000,13.60709,2.07233735702249,60,297.784534134187
Generator_10M_3_9.mat,30,10000000,12.858643,1.22511194437839,60,66.8337301674581
Generator_10M_3_9.mat,30,10000000,12.795615,1.11739896696462,60,-26.2711816355354
Generator_10M_3_9.mat,30,10000000,13.50671,1.10741476338758,60,-98.1131781999133
Generator_10M_3_9.mat,30,10000000,13.629449,1.10642978531125,60,-167.472640041341
Generator_10M_4_1.mat,40,10000000,19.424512,2.60096607584943,80,444.850494588707
Generator_10M_4_1.mat,40,10000000,20.195904,1.27126545025998,80,202.94819623036
Generator_10M_4_1.mat,40,10000000,20.320348,1.14135132467455,80,84.3232331199459
Generator_10M_4_1.mat,40,10000000,19.43107,1.12927464604976,80,-10.6039680109581
Generator_10M_4_1.mat,40,10000000,19.951966,1.12808265214532,80,-102.991633533337
Generator_10M_4_10.mat,40,10000000,17.307534,1.70170463975093,80,394.727145110651
Generator_10M_4_10.mat,40,10000000,15.812345,1.20288620887888,80,78.1222006884429
Generator_10M_4_10.mat,40,10000000,15.845941,1.1142802096832,80,-52.4541261811596
Generator_10M_4_10.mat,40,10000000,17.004874,1.10532885019903,80,-149.217632157058
Generator_10M_4_10.mat,40,10000000,17.772249,1.10443816604724,80,-241.799793119903
Generator_10M_4_2.mat,40,10000000,20.060133,1.52191730188166,80,389.35212779858
Generator_10M_4_2.mat,40,10000000,20.619137,1.11434641672158,80,107.9045914417
Generator_10M_4_2.mat,40,10000000,22.150301,1.0729159712167,80,-17.2514168641996
Generator_10M_4_2.mat,40,10000000,21.616049,1.06900627988735,80,-113.375578214235
Generator_10M_4_2.mat,40,10000000,22.074924,1.06861889038896,80,-205.892793513328
Generator_10M_4_3.mat,40,10000000,18.464748,4.46295301412084,80,485.463994753011
Generator_10M_4_3.mat,40,10000000,18.378374,1.40155175498183,80,218.926433653946
Generator_10M_4_3.mat,40,10000000,18.494224,1.1910257451482,80,94.5909349873583
Generator_10M_4_3.mat,40,10000000,18.149527,1.17300047514087,80,-0.997854447116524
Generator_10M_4_3.mat,40,10000000,19.247632,1.1712386963399,80,-93.4528013473587
Generator_10M_4_4.mat,40,10000000,22.355226,1.51642951052914,80,401.684716464615
Generator_10M_4_4.mat,40,10000000,22.469934,1.11271424557274,80,88.2544157496041
Generator_10M_4_4.mat,40,10000000,22.081507,1.06266515787859,80,-43.1315302286682
Generator_10M_4_4.mat,40,10000000,22.481734,1.05808667806715,80,-140.041054633474
Generator_10M_4_4.mat,40,10000000,21.741854,1.05763586521548,80,-232.639049693171
Generator_10M_4_5.mat,40,10000000,21.954163,1.27813925458213,80,361.279450955766
Generator_10M_4_5.mat,40,10000000,22.059112,1.06156193065512,80,57.7963207340781
Generator_10M_4_5.mat,40,10000000,21.347931,1.03967829066285,80,-77.3937196926383
Generator_10M_4_5.mat,40,10000000,22.629354,1.03762332488291,80,-174.980342102045
Generator_10M_4_5.mat,40,10000000,22.577105,1.03741983484377,80,-267.65117296035
Generator_10M_4_6.mat,40,10000000,19.048975,3.67524274901327,80,506.501663997548
Generator_10M_4_6.mat,40,10000000,20.568938,1.33969380690503,80,225.211421131167
Generator_10M_4_6.mat,40,10000000,20.478159,1.14814201668133,80,99.4679250618166
Generator_10M_4_6.mat,40,10000000,21.392988,1.13144399178113,80,3.70718355230455
Generator_10M_4_6.mat,40,10000000,19.270574,1.12981166441022,80,-88.7653404678206
Generator_10M_4_7.mat,40,10000000,23.244373,1.20383022584715,80,306.851493561103
Generator_10M_4_7.mat,40,10000000,23.236712,1.05999689051646,80,-4.17051920589789
Generator_10M_4_7.mat,40,10000000,21.4056,1.04598431492711,80,-144.948817799979
Generator_10M_4_7.mat,40,10000000,22.957351,1.04465117183127,80,-243.561441665311
Generator_10M_4_7.mat,40,10000000,24.598204,1.04451876832005,80,-336.344033636464
Generator_10M_4_8.mat,40,10000000,18.473895,1.71232007863572,80,412.531378745288
Generator_10M_4_8.mat,40,10000000,20.441408,1.20836772210472,80,122.509909278927
Generator_10M_4_8.mat,40,10000000,19.945087,1.12852946211248,80,2.6843558758116
Generator_10M_4_8.mat,40,10000000,20.252052,1.12028579728803,80,-92.5589406894489
Generator_10M_4_8.mat,40,10000000,21.546897,1.11946148388685,80,-184.98214872987
Generator_10M_4_9.mat,40,10000000,19.937518,3.45946863085362,80,478.146575571688
Generator_10M_4_9.mat,40,10000000,19.841629,1.30384931814819,80,217.061303083193
Generator_10M_4_9.mat,40,10000000,19.604053,1.13944745427847,80,94.3759879837009
Generator_10M_4_9.mat,40,10000000,19.925352,1.12519965725891,80,-1.02747576557979
Generator_10M_4_9.mat,40,10000000,20.390057,1.12380647228933,80,-93.4636309234102
Generator_10M_5_1.mat,50,10000000,25.834896,3.20275450535166,100,636.010051570798
Generator_10M_5_1.mat,50,10000000,27.290449,1.3344369227052,100,290.801959076621
Generator_10M_5_1.mat,50,10000000,26.166846,1.15218271259163,100,134.063200181469
Generator_10M_5_1.mat,50,10000000,26.666743,1.13556988329629,100,14.4267356777
Generator_10M_5_1.mat,50,10000000,27.432474,1.13393788754297,100,-101.157198546012
Generator_10M_5_10.mat,50,10000000,29.004319,1.24139639723773,100,400.458913087092
Generator_10M_5_10.mat,50,10000000,29.148147,1.06295506004834,100,35.1129711708752
Generator_10M_5_10.mat,50,10000000,28.363517,1.04554834155249,100,-131.329706612909
Generator_10M_5_10.mat,50,10000000,28.921185,1.04389680135114,100,-253.097202864651
Generator_10M_5_10.mat,50,10000000,28.716787,1.04373286627746,100,-368.915112993263
Generator_10M_5_2.mat,50,10000000,22.413973,2.15910346257766,100,578.079879913931
Generator_10M_5_2.mat,50,10000000,25.21603,1.24715339785563,100,213.371366816837
Generator_10M_5_2.mat,50,10000000,25.661098,1.13863991635462,100,68.3009162396177
Generator_10M_5_2.mat,50,10000000,25.61861,1.1281839596151,100,-49.8846480907144
Generator_10M_5_2.mat,50,10000000,25.379604,1.12714724317874,100,-165.320006464241
Generator_10M_5_3.mat,50,10000000,26.821524,6.29145557564037,100,625.266206913274
Generator_10M_5_3.mat,50,10000000,27.057869,1.39372331419178,100,285.739705835822
Generator_10M_5_3.mat,50,10000000,27.373613,1.16309111105023,100,131.108167677136
Generator_10M_5_3.mat,50,10000000,25.761117,1.14602873760689,100,11.731427433461
Generator_10M_5_3.mat,50,10000000,24.403739,1.14439006995176,100,-103.825922197139
Generator_10M_5_4.mat,50,10000000,24.933393,2.04086475661046,100,542.017150596086
Generator_10M_5_4.mat,50,10000000,24.985337,1.23251135968409,100,167.83344396437
Generator_10M_5_4.mat,50,10000000,24.654503,1.12863709982913,100,16.6888838745245
Generator_10M_5_4.mat,50,10000000,23.4064,1.11865031768153,100,-102.413050779543
Generator_10M_5_4.mat,50,10000000,24.48521,1.11766030802042,100,-217.944962680628
Generator_10M_5_5.mat,50,10000000,25.815418,2.78336092133481,100,553.879731313853
Generator_10M_5_5.mat,50,10000000,26.031487,1.28994200536005,100,258.131485595619
Generator_10M_5_5.mat,50,10000000,25.905119,1.15562648206137,100,110.396858921179
Generator_10M_5_5.mat,50,10000000,26.504119,1.14348596964486,100,-8.20200341110958
Generator_10M_5_5.mat,50,10000000,26.565743,1.14229097051455,100,-123.680482348815
Generator_10M_5_6.mat,50,10000000,26.192669,1.96400932282398,100,514.870391508124
Generator_10M_5_6.mat,50,10000000,23.350928,1.20765797907371,100,131.07636664587
Generator_10M_5_6.mat,50,10000000,27.633841,1.11254572161373,100,-25.5350812535484
Generator_10M_5_6.mat,50,10000000,26.438212,1.10360879753003,100,-145.493431202025
Generator_10M_5_6.mat,50,10000000,26.350149,1.1027257915274,100,-261.11584979526
Generator_10M_5_7.mat,50,10000000,25.020734,2.90622016489157,100,642.125141185756
Generator_10M_5_7.mat,50,10000000,29.613441,1.2874629555737,100,297.355193623602
Generator_10M_5_7.mat,50,10000000,27.62695,1.12803178134158,100,138.873471315661
Generator_10M_5_7.mat,50,10000000,30.073716,1.11336134064011,100,19.0218544583084
Generator_10M_5_7.mat,50,10000000,25.031372,1.11191923518764,100,-96.5841205906097
Generator_10M_5_8.mat,50,10000000,25.054511,1.8077908644735,100,539.3704097554
Generator_10M_5_8.mat,50,10000000,25.151419,1.18157490071819,100,162.423810056555
Generator_10M_5_8.mat,50,10000000,26.457391,1.10621111160365,100,8.62602412481039
Generator_10M_5_8.mat,50,10000000,24.023392,1.09902941333879,100,-110.918720136519
Generator_10M_5_8.mat,50,10000000,28.568426,1.0983181122652,100,-226.497950568645
Generator_10M_5_9.mat,50,10000000,26.130635,2.18655039761754,100,578.920599348737
Generator_10M_5_9.mat,50,10000000,26.079807,1.17052602380839,100,246.539475744
Generator_10M_5_9.mat,50,10000000,26.235294,1.07998322145886,100,100.126311561823
Generator_10M_5_9.mat,50,10000000,26.852516,1.07204414624908,100,-18.3183979856682
Generator_10M_5_9.mat,50,10000000,23.573268,1.07126633782319,100,-133.781239882869
